timestamp,vehicle_speed,lf_wheel_s,rf_wheel_s,lr_wheel_s,rr_wheel_s,vehicle_rpm,gear,accel_pedal,engine_temp
2020-07-02 18:53:06.177,0,0,0,0,0,1000,1,0,90
2020-07-02 18:53:06.202,0,0,0,0,0,1001,1,0,90
2020-07-02 18:53:06.227,0,0,0,0,0,1002,1,0,90
2020-07-02 18:53:06.252,0,0,0,0,0,1003,1,0,90
2020-07-02 18:53:06.277,0,0,0,0,0,1004,1,0,90
2020-07-02 18:53:06.302,0,0,0,0,0,1005,1,0,90
2020-07-02 18:53:06.327,0,0,0,0,0,1006,1,0,90
2020-07-02 18:53:06.352,0,0,0,0,0,1007,1,0,90
2020-07-02 18:53:06.377,0,0,0,0,0,1008,1,0,90
2020-07-02 18:53:06.402,0,0,0,0,0,1009,1,0,90
2020-07-02 18:53:06.427,0,0,0,0,0,1010,1,0,90
2020-07-02 18:53:06.452,0,0,0,0,0,1011,1,0,90
2020-07-02 18:53:06.477,0,0,0,0,0,1012,1,0,90
2020-07-02 18:53:06.502,0,0,0,0,0,1013,1,0,90
2020-07-02 18:53:06.527,0,0,0,0,0,1014,1,0,90
2020-07-02 18:53:06.552,0,0,0,0,0,1015,1,0,90
2020-07-02 18:53:06.577,0,0,0,0,0,1016,1,0,90
2020-07-02 18:53:06.602,0,0,0,0,0,1017,1,0,90
2020-07-02 18:53:06.627,0,0,0,0,0,1018,1,0,90
2020-07-02 18:53:06.652,0,0,0,0,0,1019,1,0,90
2020-07-02 18:53:06.677,0,0,0,0,0,1020,1,0,90
2020-07-02 18:53:06.702,0,0,0,0,0,1021,1,0,90
2020-07-02 18:53:06.727,0,0,0,0,0,1022,1,0,90
2020-07-02 18:53:06.752,0,0,0,0,0,1023,1,0,90
2020-07-02 18:53:06.777,0,0,0,0,0,1024,1,0,90
2020-07-02 18:53:06.802,0,0,0,0,0,1025,1,0,90
2020-07-02 18:53:06.827,0,0,0,0,0,1026,1,0,90
2020-07-02 18:53:06.852,0,0,0,0,0,1027,1,0,90
2020-07-02 18:53:06.877,0,0,0,0,0,1028,1,0,90
2020-07-02 18:53:06.902,0,0,0,0,0,1029,1,0,90
2020-07-02 18:53:06.927,0,0,0,0,0,1030,1,0,90
2020-07-02 18:53:06.952,0,0,0,0,0,1031,1,0,90
2020-07-02 18:53:06.977,0,0,0,0,0,1032,1,0,90
2020-07-02 18:53:07.002,0,0,0,0,0,1033,1,0,90
2020-07-02 18:53:07.027,0,0,0,0,0,1034,1,0,90
2020-07-02 18:53:07.052,0,0,0,0,0,1035,1,0,90
2020-07-02 18:53:07.077,0,0,0,0,0,1036,1,0,90
2020-07-02 18:53:07.102,0,0,0,0,0,1037,1,0,90
2020-07-02 18:53:07.127,0,0,0,0,0,1038,1,0,90
2020-07-02 18:53:07.152,0,0,0,0,0,1039,1,0,90
2020-07-02 18:53:07.177,0,0,0,0,0,1040,1,0,90
2020-07-02 18:53:07.202,0,0,0,0,0,1041,1,0,90
2020-07-02 18:53:07.227,0,0,0,0,0,1042,1,0,90
2020-07-02 18:53:07.252,0,0,0,0,0,1043,1,0,90
2020-07-02 18:53:07.277,0,0,0,0,0,1044,1,0,90
2020-07-02 18:53:07.302,0,0,0,0,0,1045,1,0,90
2020-07-02 18:53:07.327,0,0,0,0,0,1046,1,0,90
2020-07-02 18:53:07.352,0,0,0,0,0,1047,1,0,90
2020-07-02 18:53:07.377,0,0,0,0,0,1048,1,0,90
2020-07-02 18:53:07.402,0,0,0,0,0,1049,1,0,90
2020-07-02 18:53:07.427,0,0,0,0,0,1050,1,0,90
2020-07-02 18:53:07.452,0,0,0,0,0,1051,1,0,90
2020-07-02 18:53:07.477,0,0,0,0,0,1052,1,0,90
2020-07-02 18:53:07.502,0,0,0,0,0,1053,1,0,90
2020-07-02 18:53:07.527,0,0,0,0,0,1054,1,0,90
2020-07-02 18:53:07.552,0,0,0,0,0,1055,1,0,90
2020-07-02 18:53:07.577,0,0,0,0,0,1056,1,0,90
2020-07-02 18:53:07.602,0,0,0,0,0,1057,1,0,90
2020-07-02 18:53:07.627,0,0,0,0,0,1058,1,0,90
2020-07-02 18:53:07.652,0,0,0,0,0,1059,1,0,90
2020-07-02 18:53:07.677,0,0,0,0,0,1060,1,0,90
2020-07-02 18:53:07.702,0,0,0,0,0,1061,1,0,90
2020-07-02 18:53:07.727,0,0,0,0,0,1062,1,0,90
2020-07-02 18:53:07.752,0,0,0,0,0,1063,1,0,90
2020-07-02 18:53:07.777,0,0,0,0,0,1064,1,0,90
2020-07-02 18:53:07.802,0,0,0,0,0,1065,1,0,90
2020-07-02 18:53:07.827,0,0,0,0,0,1066,1,0,90
2020-07-02 18:53:07.852,0,0,0,0,0,1067,1,0,90
2020-07-02 18:53:07.877,0,0,0,0,0,1068,1,0,90
2020-07-02 18:53:07.902,0,0,0,0,0,1069,1,0,90
2020-07-02 18:53:07.927,0,0,0,0,0,1070,1,0,90
2020-07-02 18:53:07.952,0,0,0,0,0,1071,1,0,90
2020-07-02 18:53:07.977,0,0,0,0,0,1072,1,0,90
2020-07-02 18:53:08.002,0,0,0,0,0,1073,1,0,90
2020-07-02 18:53:08.027,0,0,0,0,0,1074,1,0,90
2020-07-02 18:53:08.052,0,0,0,0,0,1075,1,0,90
2020-07-02 18:53:08.077,0,0,0,0,0,1076,1,0,90
2020-07-02 18:53:08.102,0,0,0,0,0,1077,1,0,90
2020-07-02 18:53:08.127,0,0,0,0,0,1078,1,0,90
2020-07-02 18:53:08.152,0,0,0,0,0,1079,1,0,90
2020-07-02 18:53:08.177,0,0,0,0,0,1080,1,0,90
2020-07-02 18:53:08.202,0,0,0,0,0,1081,1,0,90
2020-07-02 18:53:08.227,0,0,0,0,0,1082,1,0,90
2020-07-02 18:53:08.252,0,0,0,0,0,1083,1,0,90
2020-07-02 18:53:08.277,0,0,0,0,0,1084,1,0,90
2020-07-02 18:53:08.302,0,0,0,0,0,1085,1,0,90
2020-07-02 18:53:08.327,0,0,0,0,0,1086,1,0,90
2020-07-02 18:53:08.352,0,0,0,0,0,1087,1,0,90
2020-07-02 18:53:08.377,0,0,0,0,0,1088,1,0,90
2020-07-02 18:53:08.402,0,0,0,0,0,1089,1,0,90
2020-07-02 18:53:08.427,0,0,0,0,0,1090,1,0,90
2020-07-02 18:53:08.452,0,0,0,0,0,1091,1,0,90
2020-07-02 18:53:08.477,0,0,0,0,0,1092,1,0,90
2020-07-02 18:53:08.502,0,0,0,0,0,1093,1,0,90
2020-07-02 18:53:08.527,0,0,0,0,0,1094,1,0,90
2020-07-02 18:53:08.552,0,0,0,0,0,1095,1,0,90
2020-07-02 18:53:08.577,0,0,0,0,0,1096,1,0,90
2020-07-02 18:53:08.602,0,0,0,0,0,1097,1,0,90
2020-07-02 18:53:08.627,0,0,0,0,0,1098,1,0,90
2020-07-02 18:53:08.652,0,0,0,0,0,1099,1,0,90
2020-07-02 18:53:08.677,0,0,0,0,0,1100,1,0,90
2020-07-02 18:53:08.702,0,0,0,0,0,1101,1,0,90
2020-07-02 18:53:08.727,0,0,0,0,0,1102,1,0,90
2020-07-02 18:53:08.752,0,0,0,0,0,1103,1,0,90
2020-07-02 18:53:08.777,0,0,0,0,0,1104,1,0,90
2020-07-02 18:53:08.802,0,0,0,0,0,1105,1,0,90
2020-07-02 18:53:08.827,0,0,0,0,0,1106,1,0,90
2020-07-02 18:53:08.852,0,0,0,0,0,1107,1,0,90
2020-07-02 18:53:08.877,0,0,0,0,0,1108,1,0,90
2020-07-02 18:53:08.902,0,0,0,0,0,1109,1,0,90
2020-07-02 18:53:08.927,0,0,0,0,0,1110,1,0,90
2020-07-02 18:53:08.952,0,0,0,0,0,1111,1,0,90
2020-07-02 18:53:08.977,0,0,0,0,0,1112,1,0,90
2020-07-02 18:53:09.002,0,0,0,0,0,1113,1,0,90
2020-07-02 18:53:09.027,0,0,0,0,0,1114,1,0,90
2020-07-02 18:53:09.052,0,0,0,0,0,1115,1,0,90
2020-07-02 18:53:09.077,0,0,0,0,0,1116,1,0,90
2020-07-02 18:53:09.102,0,0,0,0,0,1117,1,0,90
2020-07-02 18:53:09.127,0,0,0,0,0,1118,1,0,90
2020-07-02 18:53:09.152,0,0,0,0,0,1119,1,0,90
2020-07-02 18:53:09.177,0,0,0,0,0,1120,1,0,90
2020-07-02 18:53:09.202,0,0,0,0,0,1121,1,0,90
2020-07-02 18:53:09.227,0,0,0,0,0,1122,1,0,90
2020-07-02 18:53:09.252,0,0,0,0,0,1123,1,0,90
2020-07-02 18:53:09.277,0,0,0,0,0,1124,1,0,90
2020-07-02 18:53:09.302,0,0,0,0,0,1125,1,0,90
2020-07-02 18:53:09.327,0,0,0,0,0,1126,1,0,90
2020-07-02 18:53:09.352,0,0,0,0,0,1127,1,0,90
2020-07-02 18:53:09.377,0,0,0,0,0,1128,1,0,90
2020-07-02 18:53:09.402,0,0,0,0,0,1129,1,0,90
2020-07-02 18:53:09.427,0,0,0,0,0,1130,1,0,90
2020-07-02 18:53:09.452,0,0,0,0,0,1131,1,0,90
2020-07-02 18:53:09.477,0,0,0,0,0,1132,1,0,90
2020-07-02 18:53:09.502,0,0,0,0,0,1133,1,0,90
2020-07-02 18:53:09.527,0,0,0,0,0,1134,1,0,90
2020-07-02 18:53:09.552,0,0,0,0,0,1135,1,0,90
2020-07-02 18:53:09.577,0,0,0,0,0,1136,1,0,90
2020-07-02 18:53:09.602,0,0,0,0,0,1137,1,0,90
2020-07-02 18:53:09.627,0,0,0,0,0,1138,1,0,90
2020-07-02 18:53:09.652,0,0,0,0,0,1139,1,0,90
2020-07-02 18:53:09.677,0,0,0,0,0,1140,1,0,90
2020-07-02 18:53:09.702,0,0,0,0,0,1141,1,0,90
2020-07-02 18:53:09.727,0,0,0,0,0,1142,1,0,90
2020-07-02 18:53:09.752,0,0,0,0,0,1143,1,0,90
2020-07-02 18:53:09.777,0,0,0,0,0,1144,1,0,90
2020-07-02 18:53:09.802,0,0,0,0,0,1145,1,0,90
2020-07-02 18:53:09.827,0,0,0,0,0,1146,1,0,90
2020-07-02 18:53:09.852,0,0,0,0,0,1147,1,0,90
2020-07-02 18:53:09.877,0,0,0,0,0,1148,1,0,90
2020-07-02 18:53:09.902,0,0,0,0,0,1149,1,0,90
2020-07-02 18:53:09.927,0,0,0,0,0,1150,1,0,90
2020-07-02 18:53:09.952,0,0,0,0,0,1151,1,0,90
2020-07-02 18:53:09.977,0,0,0,0,0,1152,1,0,90
2020-07-02 18:53:10.002,0,0,0,0,0,1153,1,0,90
2020-07-02 18:53:10.027,0,0,0,0,0,1154,1,0,90
2020-07-02 18:53:10.052,0,0,0,0,0,1155,1,0,90
2020-07-02 18:53:10.077,0,0,0,0,0,1156,1,0,90
2020-07-02 18:53:10.102,0,0,0,0,0,1157,1,0,90
2020-07-02 18:53:10.127,0,0,0,0,0,1158,1,0,90
2020-07-02 18:53:10.152,0,0,0,0,0,1159,1,0,90
2020-07-02 18:53:10.177,0,0,0,0,0,1160,1,0,90
2020-07-02 18:53:10.202,0,0,0,0,0,1161,1,0,90
2020-07-02 18:53:10.227,0,0,0,0,0,1162,1,0,90
2020-07-02 18:53:10.252,0,0,0,0,0,1163,1,0,90
2020-07-02 18:53:10.277,0,0,0,0,0,1164,1,0,90
2020-07-02 18:53:10.302,0,0,0,0,0,1165,1,0,90
2020-07-02 18:53:10.327,0,0,0,0,0,1166,1,0,90
2020-07-02 18:53:10.352,0,0,0,0,0,1167,1,0,90
2020-07-02 18:53:10.377,0,0,0,0,0,1168,1,0,90
2020-07-02 18:53:10.402,0,0,0,0,0,1169,1,0,90
2020-07-02 18:53:10.427,0,0,0,0,0,1170,1,0,90
2020-07-02 18:53:10.452,0,0,0,0,0,1171,1,0,90
2020-07-02 18:53:10.477,0,0,0,0,0,1172,1,0,90
2020-07-02 18:53:10.502,0,0,0,0,0,1173,1,0,90
2020-07-02 18:53:10.527,0,0,0,0,0,1174,1,0,90
2020-07-02 18:53:10.552,0,0,0,0,0,1175,1,0,90
2020-07-02 18:53:10.577,0,0,0,0,0,1176,1,0,90
2020-07-02 18:53:10.602,0,0,0,0,0,1177,1,0,90
2020-07-02 18:53:10.627,0,0,0,0,0,1178,1,0,90
2020-07-02 18:53:10.652,0,0,0,0,0,1179,1,0,90
2020-07-02 18:53:10.677,0,0,0,0,0,1180,1,0,90
2020-07-02 18:53:10.702,0,0,0,0,0,1181,1,0,90
2020-07-02 18:53:10.727,0,0,0,0,0,1182,1,0,90
2020-07-02 18:53:10.752,0,0,0,0,0,1183,1,0,90
2020-07-02 18:53:10.777,0,0,0,0,0,1184,1,0,90
2020-07-02 18:53:10.802,0,0,0,0,0,1185,1,0,90
2020-07-02 18:53:10.827,0,0,0,0,0,1186,1,0,90
2020-07-02 18:53:10.852,0,0,0,0,0,1187,1,0,90
2020-07-02 18:53:10.877,0,0,0,0,0,1188,1,0,90
2020-07-02 18:53:10.902,0,0,0,0,0,1189,1,0,90
2020-07-02 18:53:10.927,0,0,0,0,0,1190,1,0,90
2020-07-02 18:53:10.952,0,0,0,0,0,1191,1,0,90
2020-07-02 18:53:10.977,0,0,0,0,0,1192,1,0,90
2020-07-02 18:53:11.002,0,0,0,0,0,1193,1,0,90
2020-07-02 18:53:11.027,0,0,0,0,0,1194,1,0,90
2020-07-02 18:53:11.052,0,0,0,0,0,1195,1,0,90
2020-07-02 18:53:11.077,0,0,0,0,0,1196,1,0,90
2020-07-02 18:53:11.102,0,0,0,0,0,1197,1,0,90
2020-07-02 18:53:11.127,0,0,0,0,0,1198,1,0,90
2020-07-02 18:53:11.152,0,0,0,0,0,1199,1,0,90
2020-07-02 18:53:11.177,0,0,0,0,0,1200,1,0,90
2020-07-02 18:53:11.202,0,0,0,0,0,1201,1,0,90
2020-07-02 18:53:11.227,0,0,0,0,0,1202,1,0,90
2020-07-02 18:53:11.252,0,0,0,0,0,1203,1,0,90
2020-07-02 18:53:11.277,0,0,0,0,0,1204,1,0,90
2020-07-02 18:53:11.302,0,0,0,0,0,1205,1,0,90
2020-07-02 18:53:11.327,0,0,0,0,0,1206,1,0,90
2020-07-02 18:53:11.352,0,0,0,0,0,1207,1,0,90
2020-07-02 18:53:11.377,0,0,0,0,0,1208,1,0,90
2020-07-02 18:53:11.402,0,0,0,0,0,1209,1,0,90
2020-07-02 18:53:11.427,0,0,0,0,0,1210,1,0,90
2020-07-02 18:53:11.452,0,0,0,0,0,1211,1,0,90
2020-07-02 18:53:11.477,0,0,0,0,0,1212,1,0,90
2020-07-02 18:53:11.502,0,0,0,0,0,1213,1,0,90
2020-07-02 18:53:11.527,0,0,0,0,0,1214,1,0,90
2020-07-02 18:53:11.552,0,0,0,0,0,1215,1,0,90
2020-07-02 18:53:11.577,0,0,0,0,0,1216,1,0,90
2020-07-02 18:53:11.602,0,0,0,0,0,1217,1,0,90
2020-07-02 18:53:11.627,0,0,0,0,0,1218,1,0,90
2020-07-02 18:53:11.652,0,0,0,0,0,1219,1,0,90
2020-07-02 18:53:11.677,0,0,0,0,0,1220,1,0,90
2020-07-02 18:53:11.702,0,0,0,0,0,1221,1,0,90
2020-07-02 18:53:11.727,0,0,0,0,0,1222,1,0,90
2020-07-02 18:53:11.752,0,0,0,0,0,1223,1,0,90
2020-07-02 18:53:11.777,0,0,0,0,0,1224,1,0,90
2020-07-02 18:53:11.802,0,0,0,0,0,1225,1,0,90
2020-07-02 18:53:11.827,0,0,0,0,0,1226,1,0,90
2020-07-02 18:53:11.852,0,0,0,0,0,1227,1,0,90
2020-07-02 18:53:11.877,0,0,0,0,0,1228,1,0,90
2020-07-02 18:53:11.902,0,0,0,0,0,1229,1,0,90
2020-07-02 18:53:11.927,0,0,0,0,0,1230,1,0,90
2020-07-02 18:53:11.952,0,0,0,0,0,1231,1,0,90
2020-07-02 18:53:11.977,0,0,0,0,0,1232,1,0,90
2020-07-02 18:53:12.002,0,0,0,0,0,1233,1,0,90
2020-07-02 18:53:12.027,0,0,0,0,0,1234,1,0,90
2020-07-02 18:53:12.052,0,0,0,0,0,1235,1,0,90
2020-07-02 18:53:12.077,0,0,0,0,0,1236,1,0,90
2020-07-02 18:53:12.102,0,0,0,0,0,1237,1,0,90
2020-07-02 18:53:12.127,0,0,0,0,0,1238,1,0,90
2020-07-02 18:53:12.152,0,0,0,0,0,1239,1,0,90
2020-07-02 18:53:12.177,0,0,0,0,0,1240,1,0,90
2020-07-02 18:53:12.202,0,0,0,0,0,1241,1,0,90
2020-07-02 18:53:12.227,0,0,0,0,0,1242,1,0,90
2020-07-02 18:53:12.252,0,0,0,0,0,1243,1,0,90
2020-07-02 18:53:12.277,0,0,0,0,0,1244,1,0,90
